timestamp,accx,accy,accz,gyrox,gyroy,gyroz,label
18.65,0.01,-1.02,0.11,2.14,-1.4,0.06,3
18.7,0.01,-1.03,0.12,2.08,-1.77,-0.24,3
18.75,0.01,-1.01,0.12,2.69,-1.53,-0.06,3
18.8,0,-1.03,0.12,1.77,-1.65,-0.12,3
18.85,0.01,-1.02,0.11,2.08,-1.71,-0.06,3
18.9,0.01,-1.03,0.12,2.2,-1.71,-0.12,3
18.95,0.01,-1.02,0.11,2.5,-1.46,0.43,3
19,0.01,-1.03,0.12,2.14,-1.71,-0.18,3
19.05,0,-1.03,0.11,2.44,-1.46,-0.31,3
19.1,0.01,-1.02,0.11,2.14,-2.08,-0.06,3
19.15,0.01,-1.03,0.12,2.01,-2.32,0.06,3
19.2,0.02,-1.02,0.12,1.95,-1.4,-0.06,3
19.25,0.01,-1.03,0.12,2.32,-1.1,0.06,3
19.3,0.02,-1,0.11,2.01,-1.28,-0.12,3
19.35,0,-1.04,0.12,2.26,-0.98,-0.18,3
19.4,0.01,-1.02,0.11,2.26,-1.71,0.06,3
19.45,0.02,-1.02,0.12,1.65,-2.08,0.61,3
19.5,0.02,-1.02,0.13,1.95,-0.92,-0.12,3
19.55,0.01,-1.01,0.1,2.01,-0.79,0.92,3
19.6,0.02,-1.03,0.15,1.83,-2.14,-0.24,3
19.65,0.02,-1.03,0.12,2.14,-1.59,-0.37,3
19.7,0.01,-1.02,0.12,1.83,-1.4,-0.55,3
19.75,0.02,-1.01,0.11,2.32,-1.22,-0.12,3
19.8,0.01,-1.04,0.12,2.01,-1.59,-0.67,3
19.85,0,-1.02,0.11,1.65,-1.71,-0.24,3
19.9,0.01,-1.02,0.12,1.77,-2.38,-0.31,3
19.95,0.01,-1.04,0.13,2.26,-1.59,-0.49,3
20,0.01,-1.02,0.13,2.14,-2.26,-0.31,3
20.05,0.01,-1.03,0.12,2.26,-1.46,-0.12,3
20.1,0.01,-1.03,0.12,1.95,-1.53,-0.24,3
20.15,0.01,-1.02,0.13,2.2,-1.46,-0.43,3
20.2,0.01,-1.02,0.13,2.2,-1.34,-0.85,3
20.25,0,-1.04,0.12,2.87,-0.37,0.24,3
20.3,0,-1.04,0.12,2.32,-1.89,0.06,3
20.35,0.01,-1.01,0.12,2.08,-1.71,0.37,3
20.4,0.01,-1.03,0.12,2.44,-0.98,0.73,3
20.45,0.01,-1.04,0.12,2.14,-1.77,-0.37,3
20.5,0.01,-1.03,0.12,2.08,-1.46,-0.18,3
20.55,0.01,-1.04,0.13,2.32,-1.28,-0.43,3
20.6,0.01,-1.01,0.11,2.2,-1.1,-0.37,3
20.65,0,-1.04,0.13,2.2,-1.46,-0.37,3
20.7,0.01,-1.02,0.12,2.2,-1.04,-0.55,3
20.75,0,-1.03,0.12,2.26,-1.77,-0.92,3
20.8,0.01,-1.01,0.12,2.2,-1.95,-1.1,3
20.85,0,-1.02,0.11,2.08,-1.71,0.79,3
20.9,0.01,-1.03,0.12,1.71,-2.2,-0.24,3
20.95,0.01,-1.01,0.12,2.26,-1.77,-0.31,3
21,0.01,-1.01,0.12,2.01,-1.4,-0.24,3
21.05,0,-1.03,0.11,2.14,-0.98,-0.18,3
21.1,0.01,-1.01,0.12,1.83,-2.14,-0.37,3
21.15,0.01,-1.03,0.13,2.38,-1.53,-0.31,3
21.2,0.01,-1.02,0.12,1.89,-1.1,-0.37,3
21.25,0,-1.03,0.12,1.83,-1.65,-0.12,3
21.3,0,-1.02,0.12,2.44,-1.95,-0.12,3
21.35,0.01,-1.02,0.12,2.14,-1.83,-0.06,3
21.4,0.01,-1.02,0.13,2.08,-0.98,-0.31,3
21.45,0,-1.02,0.12,2.44,-1.22,-0.24,3
21.5,0.01,-1.02,0.12,2.32,-1.34,-0.18,3
21.55,0,-1.02,0.13,1.95,-0.92,0,3
21.6,0.01,-1.02,0.12,2.14,-1.1,0.12,3
21.65,0.01,-1.01,0.12,2.32,-1.22,-0.12,3
21.7,0,-1.02,0.11,2.14,-1.22,0.24,3
21.75,0.01,-1.01,0.12,2.32,-1.65,-0.12,3
21.8,0.01,-1.01,0.1,2.56,-1.65,0.06,3
21.85,0,-1.03,0.12,2.38,-0.85,-0.55,3
21.9,0.01,-1.03,0.12,1.95,-1.83,-0.31,3
21.95,0,-1.04,0.12,2.26,-1.89,-0.37,3
22,0.01,-1.03,0.12,1.59,-2.08,-0.55,3
22.05,0.01,-1.03,0.12,2.2,-1.71,-1.71,3
22.1,0,-1.02,0.11,2.14,-1.65,-0.37,3
22.15,0,-1.03,0.12,1.95,-1.04,0.31,3
22.2,0.01,-1.02,0.13,2.01,-1.28,-0.24,3
22.25,0.02,-1.01,0.13,2.81,-1.22,-0.37,3
22.3,0,-1.02,0.12,2.44,-0.37,-1.77,3
22.35,-0.01,-1.05,0.1,2.38,-0.79,0.24,3
22.4,0,-1,0.12,2.2,-1.83,-0.43,3
22.45,0.01,-1.04,0.12,2.26,-0.85,0.55,3
22.5,0,-1.01,0.11,2.2,-1.59,-1.65,3
22.55,0,-1.04,0.12,2.75,-1.95,0.98,3
22.6,0.01,-1,0.11,2.14,-1.53,-0.24,3
22.65,0.01,-1.01,0.13,1.89,-1.46,-0.24,3
22.7,0,-1.03,0.12,2.62,-0.98,-0.31,3
22.75,0,-1.03,0.1,2.81,-2.2,0.98,3
22.8,0.01,-1.02,0.12,2.32,-1.59,-0.31,3
22.85,0.01,-1.02,0.12,2.56,-0.92,-0.12,3
22.9,0,-1.04,0.11,2.26,-0.92,-0.37,3
22.95,0,-1.02,0.1,2.44,-1.46,0.73,3
23,0.01,-1.02,0.12,2.38,-2.56,0.06,3
23.05,0.02,-1,0.12,2.99,-0.98,0,3
23.1,0,-1.04,0.11,2.5,-1.04,-0.24,3
23.15,0.01,-1.02,0.11,2.56,-1.77,-0.18,3
23.2,0.01,-1.02,0.12,2.75,-2.2,-0.37,3
23.25,0.02,-1.02,0.12,2.44,-1.34,-0.37,3
23.3,0,-1.01,0.1,2.38,-1.1,-0.31,3
23.35,0.01,-1.03,0.12,2.26,-1.46,-0.49,3
23.4,0,-1.04,0.11,2.5,-0.73,0.06,3
23.45,0.01,-1.01,0.11,2.38,-2.26,-0.24,3
23.5,0.01,-1.03,0.12,2.62,-1.34,-0.24,3
23.55,0.01,-1,0.1,2.56,-0.79,-0.37,3
23.6,0,-1.04,0.11,2.01,-1.53,-0.31,3
23.65,0,-1.03,0.11,2.62,-1.16,0.49,3
23.7,0.01,-1.01,0.11,2.01,-1.77,-0.06,3
23.75,0.02,-1.01,0.12,2.26,-0.67,-0.24,3
23.8,0,-1.03,0.11,2.81,-0.49,-0.43,3
23.85,0,-1.02,0.1,2.32,-0.85,-0.31,3
23.9,0,-1.02,0.11,2.01,-1.1,-0.31,3
23.95,0,-1.03,0.11,2.5,-1.16,-0.49,3
24,0,-1.02,0.1,2.5,-1.53,-0.43,3
24.05,0,-1.02,0.1,2.44,-1.1,-0.31,3
24.1,0,-1.03,0.1,2.26,-1.34,-0.31,3
24.15,0,-1.02,0.11,2.75,-1.46,-0.24,3
24.2,0,-1.04,0.11,2.99,-1.95,-0.31,3
24.25,0,-1.02,0.11,2.08,-1.1,0.12,3
24.3,0.01,-1.01,0.11,2.38,-1.59,-0.49,3
24.35,0.01,-1.01,0.11,2.38,-1.04,-0.31,3
24.4,0,-1.04,0.11,2.44,-0.49,-0.43,3
24.45,0,-1.02,0.1,2.5,-1.34,-0.18,3
24.5,0,-1.02,0.11,2.62,-1.34,0.24,3
24.55,0.01,-1.03,0.11,2.14,-0.37,0.12,3
24.6,0,-1.03,0.1,2.32,-0.37,-0.24,3
24.65,0,-1.02,0.11,2.32,-1.28,-0.24,3
24.7,0,-1.04,0.12,2.26,-0.31,-0.31,3
24.75,0,-1.03,0.09,2.32,-0.67,0.06,3
24.8,0.01,-1.03,0.1,2.44,-1.04,0.06,3
24.85,0.01,-1.03,0.1,2.56,-1.22,0.85,3
24.9,0,-1.04,0.1,2.38,-1.95,-0.37,3
24.95,0,-1.03,0.1,2.08,-1.04,-0.79,3
25,0,-1.04,0.1,2.38,-0.49,0.06,3
25.05,0,-1.03,0.1,2.26,-1.71,-0.31,3
25.1,0,-1.02,0.11,2.2,-1.83,-0.43,3
25.15,0.01,-1.02,0.11,2.08,-0.67,-0.31,3
25.2,0,-1.02,0.1,1.89,-1.16,-0.24,3
25.25,0,-1.02,0.11,2.26,-1.22,-0.12,3
25.3,0,-1.01,0.1,1.95,-1.46,-0.43,3
25.35,0,-1.04,0.11,1.77,-1.28,-0.67,3
25.4,0,-1.02,0.1,2.62,-1.16,-0.24,3
25.45,0,-1.02,0.1,2.44,-0.92,-0.18,3
25.5,0,-1.02,0.1,2.32,-1.1,-0.12,3
25.55,0,-1.01,0.1,1.65,-1.46,-0.37,3
25.6,0,-1.03,0.1,2.5,-1.28,0.31,3
25.65,0,-1.02,0.11,2.01,-1.46,-0.43,3
25.7,0,-1.03,0.11,2.56,-1.22,-0.18,3
25.75,0,-1.02,0.09,2.62,-1.22,-0.37,3
25.8,-0.01,-1.03,0.1,1.89,-1.53,-0.31,3
25.85,0,-1.06,0.1,2.44,-1.28,-0.24,3
25.9,0,-1.02,0.09,2.2,-2.2,-0.24,3
25.95,0,-1.05,0.12,2.14,-1.59,-0.67,3
26,0,-1.02,0.1,2.62,-1.16,0.24,3
26.05,0,-1.03,0.11,2.2,-1.83,-0.18,3
26.1,0.01,-1.02,0.1,2.56,-1.1,0.61,3
26.15,0,-1.04,0.11,2.26,-1.46,-0.37,3
26.2,0,-1.01,0.1,2.26,-1.71,0.55,3
26.25,0,-1.03,0.1,2.2,-1.22,-0.37,3
26.3,0,-1.02,0.1,2.38,-1.28,-0.24,3
26.35,0,-1.02,0.1,2.26,-1.65,-0.18,3
26.4,0,-1.03,0.1,2.14,-1.65,-0.24,3
26.45,0,-1.03,0.1,2.62,-1.46,0.31,3
26.5,0,-1.02,0.1,2.14,-1.83,-0.37,3
26.55,0,-1.02,0.1,2.14,-1.46,-0.24,3
26.6,0,-1.02,0.1,2.26,-1.46,-0.31,3
26.65,0,-1.02,0.11,2.14,-1.4,-0.31,3
26.7,0,-1.03,0.09,2.44,-0.85,-0.37,3
26.75,0,-1.04,0.09,2.69,-1.83,0,3
26.8,0,-1.03,0.11,2.5,-2.2,0.06,3
26.85,0.01,-1.02,0.11,2.14,-1.83,-0.43,3
26.9,0,-1.03,0.1,2.08,-1.4,-0.24,3
26.95,0,-1.02,0.09,1.65,-1.34,-0.12,3
27,0,-1.02,0.1,2.2,-1.28,0,3
27.05,0.01,-1.02,0.11,2.56,-1.16,-0.24,3
27.1,0,-1.02,0.09,2.2,-0.92,0.12,3
27.15,0,-1.04,0.11,1.83,-2.01,-0.37,3
27.2,0,-1.02,0.1,2.38,-1.28,0,3
27.25,0,-1.02,0.09,1.59,-0.73,-0.24,3
27.3,0,-1.03,0.1,1.89,-1.65,-0.06,3
27.35,0,-1.02,0.1,2.44,-1.28,0.37,3
27.4,0.01,-1.03,0.1,1.77,-1.65,-0.24,3
27.45,0,-1.03,0.1,2.01,-0.61,-0.18,3
27.5,0,-1.02,0.1,2.01,-1.22,-0.24,3
27.55,0,-1.02,0.1,2.14,-1.65,-0.24,3
27.6,0,-1.02,0.1,2.08,-1.28,-0.31,3
27.65,0,-1.03,0.1,1.89,-1.77,-0.37,3
27.7,0.01,-1.02,0.1,2.32,-1.46,-0.06,3
27.75,0.01,-1.03,0.11,2.08,-1.95,-0.37,3
27.8,0.01,-1.02,0.11,2.14,-0.61,-0.31,3
27.85,0,-1.02,0.09,2.01,-0.31,-0.18,3
27.9,0,-1.04,0.1,1.71,-1.34,-0.18,3
27.95,0.01,-1.03,0.1,1.59,-1.28,-0.12,3
28,0,-1.04,0.1,2.14,-1.65,-0.79,3
28.05,0,-1.03,0.1,2.56,-0.98,0.37,3
28.1,0,-1.03,0.1,1.89,-1.28,-0.43,3
28.15,0.01,-1.02,0.11,2.32,-1.04,-0.24,3
28.2,0,-1.03,0.09,2.44,-0.61,-0.31,3
28.25,0,-1.02,0.1,2.32,-1.1,-0.18,3
28.3,0,-1.02,0.1,2.2,-1.46,0,3
28.35,0.01,-1.02,0.1,2.44,-1.83,-0.12,3
28.4,0,-1.02,0.1,2.26,-1.22,-0.12,3
28.45,0,-1.03,0.1,2.14,-1.59,-0.43,3
28.5,0,-1.02,0.09,2.81,-1.28,0.55,3
28.55,0,-1.02,0.1,2.01,-1.89,-0.18,3
28.6,0,-1.03,0.11,2.62,-1.53,-0.18,3
28.65,0,-1.02,0.09,2.32,-1.46,-0.18,3
28.7,0.01,-1.02,0.1,1.83,-1.77,0.06,3
28.75,0.01,-1.02,0.1,2.2,-1.53,-0.18,3
28.8,0,-1.02,0.1,2.75,-1.71,-0.31,3
28.85,0,-1.03,0.1,2.38,-1.53,-0.18,3
28.9,0.01,-1.02,0.1,2.32,-1.59,-0.18,3
28.95,0.01,-1.02,0.1,1.89,-1.53,-0.24,3
29,0.01,-1.02,0.09,2.26,-0.98,-0.31,3
29.05,0,-1.03,0.1,2.5,-0.92,-0.43,3
29.1,0,-1.02,0.1,2.69,-1.22,0.06,3
29.15,0,-1.02,0.1,2.32,-1.46,-0.31,3
29.2,0,-1.04,0.11,2.5,-1.4,-0.24,3
29.25,0,-1.02,0.09,2.32,-1.77,-0.12,3
29.3,0.01,-1.02,0.1,2.14,-1.34,1.04,3
29.35,0.01,-1.02,0.1,2.32,-1.28,0.18,3
29.4,0.01,-1.03,0.1,2.2,-1.1,-0.37,3
29.45,0,-1.02,0.09,2.5,-1.46,-0.24,3
29.5,0,-1.03,0.1,2.26,-1.4,-0.12,3
29.55,0.01,-1.02,0.1,2.2,-1.77,-0.24,3
29.6,0,-1.04,0.1,2.32,-1.22,-0.43,3
29.65,0.01,-1.01,0.09,1.77,-1.71,-0.31,3
29.7,0,-1.03,0.11,2.2,-1.59,-0.31,3
29.75,0,-1.02,0.09,2.38,-1.34,-0.24,3
29.8,0,-1.03,0.09,2.2,-1.1,-0.24,3
29.85,0,-1.02,0.1,2.2,-1.46,-0.18,3
29.9,0,-1.03,0.1,2.32,-1.53,-0.12,3
29.95,0.01,-1.02,0.1,1.83,-1.77,-0.12,3
30,0.01,-1.03,0.11,2.14,-1.28,-0.43,3
30.05,0,-1.02,0.1,2.2,-1.28,-0.18,3
30.1,0.01,-1.02,0.1,2.32,-1.34,-0.18,3
30.15,0.01,-1.02,0.11,2.2,-0.92,-0.31,3
30.2,0,-1.03,0.09,2.38,-0.61,-0.24,3
30.25,0,-1.03,0.1,2.32,-1.34,-0.24,3
30.3,0,-1.03,0.1,1.89,-1.28,-0.06,3
30.35,0.01,-1.02,0.1,2.14,-1.53,-0.31,3
30.4,0,-1.02,0.09,2.26,-1.4,0,3
30.45,0,-1.03,0.1,2.14,-1.28,-0.06,3
30.5,0,-1.04,0.11,2.38,-1.34,-0.24,3
30.55,0.01,-1.02,0.09,2.14,-1.1,0.18,3
30.6,0,-1.03,0.09,1.83,-1.34,-0.18,3
30.65,0.01,-1.02,0.11,2.26,-1.04,-0.37,3
30.7,0,-1.03,0.1,2.26,-1.04,-0.24,3
30.75,0,-1.02,0.09,2.01,-1.04,-0.24,3
30.8,0.01,-1.02,0.1,2.26,-1.4,-0.31,3
30.85,0,-1.02,0.1,2.32,-1.1,-0.49,3
30.9,0,-1.01,0.09,1.89,-1.16,0.37,3
30.95,0,-1.03,0.11,2.08,-0.98,-0.31,3
31,0,-1.02,0.09,2.5,-1.16,-0.12,3
31.05,0.01,-1.02,0.1,2.75,-1.89,-0.06,3
31.1,0,-1.03,0.1,2.44,-1.4,-0.31,3
31.15,0,-1.02,0.1,2.2,-1.22,-0.31,3
31.2,0,-1.03,0.1,2.32,-1.59,-0.18,3
31.25,0,-1.03,0.1,1.95,-1.1,-0.24,3
31.3,0,-1.02,0.1,2.5,-1.28,-0.06,3
31.35,0.01,-1.02,0.1,2.38,-1.65,-0.12,3
31.4,0.01,-1.03,0.1,2.38,-1.34,-0.12,3
31.45,0.01,-1.02,0.1,2.44,-1.22,-0.24,3
31.5,0,-1.02,0.1,2.44,-1.71,-0.12,3
31.55,0.01,-1.03,0.1,2.26,-1.28,-0.18,3
31.6,0,-1.02,0.1,2.26,-1.22,-0.18,3
31.65,0,-1.02,0.1,1.71,-1.34,0,3
31.7,0.01,-1.03,0.09,2.5,-1.22,0.06,3
31.75,0.01,-1.01,0.1,2.26,-1.16,0.12,3
31.8,0.01,-1.02,0.1,2.26,-1.65,-0.49,3
31.85,0.01,-1.03,0.1,2.14,-1.28,0.43,3
31.9,0.01,-1.02,0.1,2.5,-1.16,-0.49,3
31.95,0.01,-1.03,0.1,2.38,-1.46,-0.06,3
32,0,-1.03,0.09,1.83,-1.04,-0.18,3
32.05,0.01,-1.02,0.09,2.08,-1.04,-0.18,3
32.1,0,-1.03,0.1,2.44,-2.01,-0.85,3
32.15,0.01,-1,0.09,2.08,-0.98,0.67,3
32.2,0.01,-1.02,0.1,2.26,-1.1,-0.12,3
32.25,0,-1.02,0.09,2.01,-1.34,-0.37,3
32.3,0.01,-1.02,0.1,2.44,-1.53,0.06,3
32.35,0,-1.03,0.1,1.83,-1.4,-0.31,3
32.4,0,-1.02,0.09,2.08,-1.46,-0.24,3
32.45,0.01,-1.02,0.11,2.38,-1.83,0.12,3
32.5,0.01,-1.02,0.1,2.01,-0.55,-0.24,3
32.55,0,-1.03,0.09,2.08,-0.85,-0.24,3
32.6,0,-1.02,0.1,2.26,-1.95,-0.18,3
32.65,0.01,-1.02,0.1,2.14,-0.92,-0.18,3
32.7,0,-1.03,0.1,2.01,-0.98,-0.31,3
32.75,0,-1.03,0.09,2.2,-1.71,-0.24,3
32.8,0.01,-1.03,0.1,2.44,-1.89,-0.12,3
32.85,0.01,-1.01,0.1,2.5,-1.46,0.37,3
32.9,0.01,-1.02,0.1,1.95,-1.34,-0.24,3
32.95,0,-1.03,0.09,2.5,-0.73,0.61,3
33,0,-1.02,0.09,2.01,-1.59,-0.24,3
33.05,0.01,-1.03,0.1,2.08,-1.53,-0.06,3
33.1,0,-1.03,0.09,2.32,-1.4,-0.37,3
33.15,0.01,-1.03,0.1,1.59,-2.08,-0.31,3
33.2,0.01,-1.02,0.11,2.14,-1.22,-0.24,3
33.25,0.01,-1.02,0.1,2.14,-0.92,-0.18,3
33.3,0,-1.03,0.1,2.2,-0.98,-0.31,3
33.35,0.01,-1.02,0.1,1.89,-1.28,0,3
33.4,0.01,-1.02,0.1,2.14,-1.28,0.12,3
33.45,0.01,-1.03,0.11,1.77,-0.98,-0.31,3
33.5,0,-1.02,0.1,2.69,-0.49,-0.24,3
33.55,0,-1.03,0.1,2.44,-1.53,-0.24,3
33.6,0.01,-1.02,0.1,2.44,-1.1,0.55,3
33.65,0.01,-1.04,0.1,2.01,-1.16,-0.55,3
33.7,0.01,-1.02,0.1,2.01,-0.92,-0.24,3
33.75,0,-1.03,0.1,2.2,-1.34,-0.37,3
33.8,0,-1.02,0.1,2.38,-1.22,-0.24,3
33.85,0.01,-1.02,0.11,2.2,-1.53,-0.43,3
33.9,0.01,-1.02,0.1,2.2,-1.22,-0.24,3
33.95,0.01,-1.03,0.1,2.26,-1.77,-0.37,3
34,0,-1.03,0.1,2.32,-1.77,-0.24,3
34.05,0.01,-1.02,0.1,2.56,-1.46,-0.06,3
34.1,0.01,-1.03,0.1,2.62,-1.04,-0.18,3
34.15,0,-1.03,0.1,2.32,-1.4,-0.24,3
34.2,0,-1.01,0.09,3.05,-1.34,0,3
34.25,0.01,-1.02,0.1,2.44,-1.34,0.12,3
34.3,0.01,-1.01,0.1,2.01,-1.77,-0.55,3
34.35,0.01,-1.03,0.1,2.5,-1.16,-0.06,3
34.4,0.01,-1.02,0.1,2.81,-1.4,-0.37,3
34.45,0.01,-1.02,0.1,2.62,-1.16,-0.12,3
34.5,0,-1.03,0.1,2.26,-1.34,-0.24,3
34.55,0.01,-1.03,0.09,2.38,-1.53,0.06,3
34.6,0,-1.03,0.1,2.62,-1.4,0.06,3
34.65,0.02,-1.01,0.1,1.89,-1.83,-0.31,3
34.7,0,-1.04,0.11,2.32,-0.43,-0.31,3
34.75,0,-1.03,0.08,2.5,-1.65,0.37,3
34.8,0.02,-1.03,0.11,2.2,-2.32,-0.24,3
34.85,0.02,-1.01,0.1,2.87,-0.55,-0.12,3
34.9,0,-1.04,0.09,2.38,-1.04,-0.24,3
34.95,0,-1.02,0.09,2.26,-1.83,-0.24,3
35,0.01,-1.02,0.1,2.38,-1.83,-0.12,3
35.05,0.01,-1.02,0.1,2.14,-1.16,-0.31,3
35.1,0,-1.04,0.09,2.44,-1.4,-0.31,3
35.15,0.01,-1.02,0.09,2.2,-1.71,-0.24,3
35.2,0.01,-1.02,0.1,2.26,-1.46,0,3
35.25,0.01,-1.02,0.1,2.32,-1.4,-0.31,3
35.3,0.01,-1.03,0.1,2.14,-1.46,-0.12,3
35.35,0.01,-1.03,0.1,2.08,-1.53,-0.24,3
35.4,0.01,-1.02,0.1,2.08,-1.28,-0.24,3
35.45,0.01,-1.03,0.1,2.5,-1.71,-0.24,3
35.5,0,-1.04,0.09,2.5,-1.46,-0.37,3
35.55,0.01,-1.02,0.1,2.32,-1.4,0,3
35.6,0,-1.04,0.1,2.5,-1.59,0.49,3
35.65,0.01,-1.02,0.1,2.14,-1.71,-0.37,3
35.7,0,-1.03,0.09,2.08,-0.98,0.06,3
35.75,0.01,-1.02,0.09,1.89,-1.53,-0.24,3
35.8,0.01,-1.01,0.1,2.69,-1.77,-0.12,3
35.85,0.01,-1.01,0.1,2.32,-1.28,-0.67,3
35.9,0,-1.02,0.09,2.2,-1.1,-0.18,3
35.95,0.01,-1.02,0.1,2.14,-1.53,-0.24,3
36,0.01,-1.02,0.1,2.44,-0.92,-0.12,3
36.05,0.01,-1.02,0.1,1.89,-1.59,-0.24,3
36.1,0.01,-1.03,0.11,2.2,-1.65,-0.24,3
36.15,0,-1.03,0.09,2.14,-1.16,-0.12,3
36.2,0.01,-1.03,0.1,1.89,-1.16,-0.24,3
36.25,0.01,-1.02,0.1,2.2,-0.85,-0.24,3
36.3,0,-1.03,0.1,2.08,-0.67,-0.24,3
36.35,0,-1.02,0.09,2.01,-1.16,-0.18,3
36.4,0.01,-1.03,0.1,1.83,-1.77,-0.24,3
36.45,0.01,-1.02,0.1,2.2,-1.1,-0.12,3
36.5,0.01,-1.03,0.1,2.08,-0.92,-0.31,3
36.55,0,-1.02,0.09,1.95,-1.04,-0.24,3
36.6,0,-1.03,0.1,1.83,-1.1,-0.18,3
36.65,0.01,-1.03,0.09,1.89,-0.73,-0.24,3
36.7,0.01,-1.02,0.1,1.89,-1.59,-0.06,3
36.75,0.01,-1.03,0.1,1.65,-1.46,-0.24,3
36.8,0,-1.04,0.1,2.2,-1.22,-0.24,3
36.85,0,-1.02,0.1,2.26,-0.85,0.06,3
36.9,0,-1.04,0.1,1.89,-1.65,-0.31,3
36.95,0.01,-1.02,0.1,2.62,-1.34,-0.12,3
37,0,-1.03,0.1,2.2,-1.28,-0.24,3
37.05,0,-1.02,0.1,2.69,-1.1,-0.24,3
37.1,0,-1.03,0.1,2.2,-1.59,-0.18,3
37.15,0.01,-1.02,0.1,2.08,-1.59,-0.37,3
37.2,0.01,-1.01,0.09,2.38,-1.59,-0.06,3
37.25,0.01,-1.02,0.11,2.26,-1.46,-0.37,3
37.3,0,-1.03,0.09,2.38,-0.98,-0.31,3
37.35,0,-1.03,0.09,2.2,-1.83,-0.31,3
37.4,0.01,-1.02,0.1,2.5,-1.4,0.31,3
37.45,0.01,-1.02,0.1,1.83,-1.53,-0.12,3
37.5,0.01,-1.02,0.09,2.38,-1.22,-0.18,3
37.55,0.01,-1.02,0.1,2.5,-1.04,-0.18,3
37.6,0,-1.03,0.09,2.2,-0.98,-0.18,3
37.65,0.01,-1.03,0.09,2.26,-2.2,0.12,3
37.7,0.01,-1.02,0.11,2.08,-1.77,-0.06,3
37.75,0.01,-1.01,0.09,2.14,-0.85,-0.06,3
37.8,0,-1.03,0.1,2.01,-0.79,-0.24,3
37.85,0.01,-1.02,0.09,2.75,-1.22,0.43,3
37.9,0.01,-1.03,0.11,2.08,-1.1,-0.18,3
37.95,0.01,-1.02,0.09,2.32,-0.79,-0.12,3
38,0,-1.02,0.12,2.01,-1.65,-0.37,3
38.05,0.01,-1.02,0.09,2.08,-1.46,-0.18,3
38.1,0.01,-1.02,0.1,2.2,-1.46,-0.24,3
38.15,0.01,-1.03,0.1,2.32,-1.16,-0.31,3
38.2,0.02,-1,0.09,2.32,-1.65,0.12,3
38.25,0.01,-1.03,0.1,2.08,-1.4,-0.31,3
38.3,0.01,-1.01,0.09,2.14,-1.34,-0.24,3
38.35,0.01,-1.02,0.09,2.32,-1.34,-0.18,3
38.4,0.01,-1.03,0.1,1.95,-1.46,-0.06,3
38.45,0,-1.04,0.1,2.44,-0.73,0,3
38.5,0.01,-1.02,0.1,2.2,-1.83,-0.24,3
38.55,0.01,-1.04,0.11,2.44,-1.1,-0.18,3
38.6,0,-1.02,0.09,2.14,-1.53,-0.31,3
38.65,0.01,-1.02,0.09,2.01,-1.34,-0.31,3
38.7,0.01,-1.03,0.1,2.14,-1.34,-0.24,3
38.75,0,-1.02,0.09,1.89,-1.65,-0.06,3
38.8,0.01,-1.02,0.1,2.2,-1.46,-0.31,3
38.85,0.01,-1.02,0.1,2.2,-1.16,-0.12,3
38.9,0.01,-1.02,0.1,1.83,-1.22,-0.37,3
38.95,0.01,-1.03,0.1,2.08,-1.59,0,3
39,0.01,-1.02,0.1,1.83,-1.16,-0.31,3
39.05,0.01,-1.02,0.1,2.32,-1.65,-0.12,3
39.1,0.01,-1.02,0.11,2.26,-1.65,-0.31,3
39.15,0,-1.04,0.09,2.01,-0.73,-0.12,3
39.2,0.01,-1.02,0.1,1.89,-1.28,-0.24,3
39.25,0.01,-1.02,0.11,2.01,-1.46,-0.24,3
39.3,0.01,-1.03,0.1,2.32,-0.79,-0.31,3
39.35,0,-1.03,0.09,2.38,-0.67,-0.31,3
39.4,0.01,-1.01,0.1,2.2,-1.59,-0.12,3
39.45,0.01,-1.03,0.1,2.44,-1.16,-0.06,3
39.5,0,-1.03,0.1,1.83,-1.1,-0.31,3
39.55,0.01,-1.02,0.1,2.08,-1.46,-0.31,3
39.6,0,-1.02,0.1,2.14,-1.22,-0.24,3
39.65,0,-1.04,0.09,1.83,-1.28,-0.37,3
39.7,0,-1.03,0.1,2.08,-1.59,-0.24,3
39.75,0.01,-1.02,0.11,1.71,-1.71,-0.49,3
39.8,0,-1.04,0.1,2.5,-0.49,-0.43,3
39.85,0,-1.03,0.1,2.26,-1.89,-0.18,3
39.9,0,-1.04,0.11,2.14,-1.53,0,3
39.95,0.01,-1.02,0.1,2.32,-1.16,-0.24,3
40,0.01,-1.02,0.1,2.44,-0.92,0.49,3
40.05,0.01,-1.01,0.09,2.26,-0.98,-0.06,3
40.1,0.01,-1.02,0.1,2.08,-1.28,-0.12,3
40.15,0.01,-1.02,0.09,2.2,-0.79,-0.18,3
40.2,0,-1.03,0.09,2.5,-1.59,-0.31,3
40.25,0.01,-1.01,0.1,2.5,-1.28,0.55,3
40.3,0.01,-1.03,0.1,2.26,-1.65,-0.37,3
40.35,0.01,-1.02,0.1,2.2,-1.4,-0.24,3
40.4,0,-1.03,0.1,2.32,-1.46,-0.24,3
40.45,0.01,-1.01,0.1,2.08,-1.34,-0.18,3
40.5,0,-1.03,0.09,2.2,-1.34,-0.31,3
40.55,0.01,-1.01,0.1,2.2,-1.53,-0.43,3
40.6,0.01,-1.03,0.1,2.32,-1.46,-0.12,3
40.65,0,-1.03,0.1,2.2,-1.46,-0.67,3
